Method/Property,Line,FilePath,Code
ExecuteRegionCaptureTransparent,164,ShareX-18.0.1/ShareX/CaptureHelpers/CaptureRegion.cs,CA1822
SetDestinations,207,ShareX-18.0.1/ShareX/Controls/BeforeUploadControl.cs,CA1822
GetCustomUploaderName,252,ShareX-18.0.1/ShareX/Controls/BeforeUploadControl.cs,CA1822
SetEnumCheckedContextMenu,126,ShareX-18.0.1/ShareX/Controls/HotkeySelectionControl.cs,CA1822
AddEnumItemsContextMenu,71,ShareX-18.0.1/ShareX/Forms/ActionsToolbarEditForm.cs,CA1822
CheckItem,96,ShareX-18.0.1/ShareX/Forms/AfterCaptureForm.cs,CA1822
IsChecked,101,ShareX-18.0.1/ShareX/Forms/AfterCaptureForm.cs,CA1822
GetLocalFilePathAsUri,230,ShareX-18.0.1/ShareX/Forms/AfterUploadForm.cs,CA1822
DrawDropImage,78,ShareX-18.0.1/ShareX/Forms/DropForm.cs,CA1822
Edit,136,ShareX-18.0.1/ShareX/Forms/HotkeySettingsForm.cs,CA1822
WorkflowMenuItem,438,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
AddMultiEnumItems,535,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
UpdateImageEffectsMenu,571,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
SetMultiEnumChecked,612,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
EnableDisableToolStripMenuItems,624,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
ConfigureAutoUpdate,975,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
RunPuushTasks,1117,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
PrepareCaptureMenuAsync,1182,ShareX-18.0.1/ShareX/Forms/MainForm.cs,CA1822
SetMultiEnumCheckedContextMenu,83,ShareX-18.0.1/ShareX/Forms/QuickTaskInfoEditForm.cs,CA1822
UpdateItem,49,ShareX-18.0.1/ShareX/Forms/QuickTaskMenuEditorForm.cs,CA1822
lvPresets_ItemMoved,117,ShareX-18.0.1/ShareX/Forms/QuickTaskMenuEditorForm.cs,CA1822
SetEnumCheckedContextMenu,603,ShareX-18.0.1/ShareX/Forms/TaskSettingsForm.cs,CA1822
SetMultiEnumCheckedContextMenu,659,ShareX-18.0.1/ShareX/Forms/TaskSettingsForm.cs,CA1822
SetEnumChecked,704,ShareX-18.0.1/ShareX/Forms/TaskSettingsForm.cs,CA1822
EnableDisableToolStripMenuItems,714,ShareX-18.0.1/ShareX/Forms/TaskSettingsForm.cs,CA1822
GetNews,66,ShareX-18.0.1/ShareX/NewsManager.cs,CA1822
ExportNews,84,ShareX-18.0.1/ShareX/NewsManager.cs,CA1822
FindCLITask,78,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
CheckCustomUploader,99,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
CheckImageEffect,114,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
CheckParameterForFilePath,157,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
CheckCLIWorkflow,174,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
CheckNativeMessagingInput,195,ShareX-18.0.1/ShareX/ShareXCLIManager.cs,CA1822
GetFileMetadata,76,ShareX-18.0.1/ShareX/Tools/MetadataForm.cs,CA1822
StripFileMetadataAsync,150,ShareX-18.0.1/ShareX/Tools/MetadataForm.cs,CA1822
DrawHorizontalLine,99,ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs,CA1822
DrawVerticalLine,111,ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs,CA1822
DrawChecker,123,ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs,CA1822
CopyTexts,81,ShareX-18.0.1/ShareX/UploadInfoManager.cs,CA1822
