type_file_name,type_name,type_parents,type_inherited_parents,type_unknown_parents,type_inherited_function_signatures,function_name,function_stereotype,function_line_number,function_signature,function_unit_language,function_parameters_list,function_return_type,function_specifiers,function_external_calls,function_internal_calls,function_attributes,function_field_used,function_fields_modified,function_calls_on_fields
"Files-4.0.24/src/Files.Core.SourceGenerator/Analyzers/StringsPropertyAnalyzer.cs","StringsPropertyAnalyzer","DiagnosticAnalyzer","N/A","True","N/A","AnalyzeNode","set collaborator","40","AnalyzeNode()","C#","(SyntaxNodeAnalysisContext context)","private void","private","interpolatedStringText.GetLocation() literalExpression.GetLocation() string.IsNullOrEmpty() LocalizedMethodNames.Contains() StringsConstants.FirstOrDefault() ImmutableDictionary(,) Diagnostic.Create(,,,,)","N/A","N/A","True","True","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","BaseShellPage","constructor","161","N/A","C#","(CurrentInstanceViewModel instanceViewModel)","N/A","N/A","N/A","N/A","N/A","False","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","NotifyPropertyChanged","unclassified","204","NotifyPropertyChanged()","C#","([CallerMemberName] string propertyName = """")","protected void","protected","N/A","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","FilesystemViewModel_PageTypeUpdated","set collaborator","209","FilesystemViewModel_PageTypeUpdated(,)","C#","(object sender, PageTypeUpdatedEventArgs e)","protected void","protected","N/A","N/A","N/A","True","True","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","FilesystemViewModel_OnSelectionRequestedEvent","command collaborator","214","FilesystemViewModel_OnSelectionRequestedEvent(,)","C#","(object sender, List<ListedItem> e)","protected void","protected","N/A","N/A","N/A","True","False","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","FilesystemViewModel_DirectoryInfoUpdated","command collaborator","221","FilesystemViewModel_DirectoryInfoUpdated(,)","C#","(object sender, EventArgs e)","protected async void","async protected","Strings.Items.GetLocalizedFormatResource() GitHelpers.GetRepositoryHead() Task.Run(,) GitHelpers.FetchOrigin(,)","N/A","N/A","True","True","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","FilesystemViewModel_GitDirectoryUpdated","set collaborator","272","FilesystemViewModel_GitDirectoryUpdated(,)","C#","(object sender, EventArgs e)","protected async void","async protected","GitHelpers.GetRepositoryHead() StatusBarViewModel.UpdateGitInfo(,,)","N/A","N/A","True","True","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","GitCheckout_Required","command collaborator","291","GitCheckout_Required(,)","C#","(object? sender, string branchName)","protected async void","async protected","GitHelpers.Checkout(,) GitHelpers.GetRepositoryHead()","N/A","N/A","True","True","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","Page_Loaded","command collaborator","307","Page_Loaded(,)","C#","(object sender, RoutedEventArgs e)","protected virtual void","virtual protected","N/A","OnNavigationParamsChanged()","N/A","True","True","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","ShellPage_PreviewKeyDown","void-accessor wrapper","315","ShellPage_PreviewKeyDown(,)","C#","(object sender, KeyRoutedEventArgs args)","protected void","protected","InputKeyboardSource.GetKeyStateForCurrentThread() InputKeyboardSource.GetKeyStateForCurrentThread() InputKeyboardSource.GetKeyStateForCurrentThread() Ioc.Default.GetRequiredService() mediaPreviewContent.ViewModel.TogglePlayback()","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","AppSettings_SortDirectionPreferenceUpdated","collaborator","339","AppSettings_SortDirectionPreferenceUpdated(,)","C#","(object sender, SortDirection e)","protected void","protected","N/A","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","AppSettings_SortOptionPreferenceUpdated","collaborator","344","AppSettings_SortOptionPreferenceUpdated(,)","C#","(object sender, SortOption e)","protected void","protected","N/A","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","AppSettings_SortDirectoriesAlongsideFilesPreferenceUpdated","collaborator","349","AppSettings_SortDirectoriesAlongsideFilesPreferenceUpdated(,)","C#","(object sender, bool e)","protected void","protected","N/A","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","AppSettings_SortFilesFirstPreferenceUpdated","collaborator","354","AppSettings_SortFilesFirstPreferenceUpdated(,)","C#","(object sender, bool e)","protected void","protected","N/A","N/A","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","CoreWindow_PointerPressed","command collaborator","359","CoreWindow_PointerPressed(,)","C#","(object sender, PointerRoutedEventArgs args)","protected void","protected","N/A","Back_Click() Forward_Click()","N/A","True","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","ShellPage_PathBoxItemDropped","set collaborator","370","ShellPage_PathBoxItemDropped(,)","C#","(object sender, PathBoxItemDroppedEventArgs e)","protected async void","async protected","N/A","N/A","N/A","True","False","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","NavigationToolbar_QuerySubmitted","command collaborator","376","NavigationToolbar_QuerySubmitted(,)","C#","(object sender, ToolbarQuerySubmittedEventArgs e)","protected async void","async protected","N/A","N/A","N/A","True","False","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","DrivesManager_PropertyChanged","command collaborator","381","DrivesManager_PropertyChanged(,)","C#","(object sender, PropertyChangedEventArgs e)","protected async void","async protected","N/A","DisplayFilesystemConsentDialogAsync()","N/A","False","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","UpdatePathUIToWorkingDirectoryAsync","non-void-command collaborator","392","UpdatePathUIToWorkingDirectoryAsync(,)","C#","(string newWorkingDir, string singleItemOverride = null)","public async Task","async public","string.IsNullOrWhiteSpace() StorageFileExtensions.GetDirectoryPathComponentsWithDisplayNameAsync()","N/A","N/A","True","True","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","SubmitSearch","command collaborator","425","SubmitSearch()","C#","(string query)","public void","public","N/A","NavigateToPath(,,) NavigateToPath(,,)","N/A","True","True","True"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","NavigateWithArguments","command collaborator","446","NavigateWithArguments(,)","C#","(Type sourcePageType, NavigationArguments navArgs)","public void","public","N/A","NavigateToPath(,,)","N/A","False","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","NavigateToPath","command collaborator","451","NavigateToPath(,)","C#","(string navigationPath, NavigationArguments? navArgs = null)","public void","public","FolderSettings.GetLayoutType()","NavigateToPath(,,)","N/A","False","False","False"
"Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs","BaseShellPage","Page IShellPage INotifyPropertyChanged","ITabBarItemContent IMultiPaneInfo IDisposable INotifyPropertyChanged","True","Back_Click() Forward_Click() NavigateHome() NavigateToPath(,) NavigateToPath(,,) NavigateToReleaseNotes() NavigateWithArguments(,) RefreshIfNoWatcherExistsAsync() Refresh_Click() RemoveLastPageFromBackStack() ResetNavigationStackLayoutMode() SubmitSearch() TabItemDragOver(,) TabItemDrop(,) Up_Click() UpdatePathUIToWorkingDirectoryAsync(,) WhenIsCurrent()","TabItemDragOver","property wrapper","462","TabItemDragOver(,)","C#","(object sender, DragEventArgs e)","public Task","public","CommandsViewModel.DragOverAsync()","N/A","N/A","True","False","False"
