type_file_name,type_name,type_parents,type_inherited_parents,type_unknown_parents,type_inherited_function_signatures,function_name,function_stereotype,function_line_number,function_signature,function_unit_language,function_parameters_list,function_return_type,function_specifiers,function_external_calls,function_internal_calls,function_attributes,function_field_used,function_fields_modified,function_calls_on_fields
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.Designer.cs","MonitorTestForm","Form","N/A","True","N/A","Dispose","command collaborator","14","Dispose()","C#","(bool disposing)","protected override void","override protected","N/A","base.Dispose()","N/A","True","False","True"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.Designer.cs","MonitorTestForm","Form","N/A","True","N/A","InitializeComponent","command collaborator","29","InitializeComponent()","C#","()","private void","private","SuspendLayout() ResumeLayout() Controls.Add()","N/A","N/A","True","True","True"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","MonitorTestForm","constructor","36","N/A","C#","()","N/A","N/A","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","SetBackColor","command","56","SetBackColor()","C#","()","private void","private","N/A","SetBackColor()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","SetBackColor","command collaborator","61","SetBackColor()","C#","(Color color)","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawBlackWhite","command collaborator","73","DrawBlackWhite()","C#","(int value)","private void","private","Color.FromArgb(,,)","SetBackColor()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawRedGreenBlue","command collaborator","79","DrawRedGreenBlue(,,)","C#","(int red, int green, int blue)","private void","private","Color.FromArgb(,,)","SetBackColor()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawGradient","factory wrapper stateless","85","DrawGradient(,,)","C#","(Color fromColor, Color toColor, LinearGradientMode gradientMode)","private Bitmap","private","Graphics.FromImage() g.FillRectangle(,)","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawHorizontalLine","factory controller stateless","99","DrawHorizontalLine(,)","C#","(int size, Color color)","private Bitmap","private","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawVerticalLine","factory controller stateless","111","DrawVerticalLine(,)","C#","(int size, Color color)","private Bitmap","private","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawChecker","factory wrapper stateless","123","DrawChecker(,)","C#","(int size, Color color)","private Bitmap","private","Graphics.FromImage() g.FillRectangle(,) g.FillRectangle(,)","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawBlackWhite","command collaborator","137","DrawBlackWhite()","C#","()","private void","private","N/A","DrawBlackWhite()","N/A","True","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawRedGreenBlue","command collaborator","145","DrawRedGreenBlue()","C#","()","private void","private","N/A","DrawRedGreenBlue(,,)","N/A","True","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawGradient","command collaborator","153","DrawGradient()","C#","()","private void","private","N/A","SetBackColor() DrawGradient(,,)","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","DrawSelectedShape","command collaborator","166","DrawSelectedShape()","C#","()","private void","private","Math.Max(,)","SetBackColor() DrawHorizontalLine(,) DrawVerticalLine(,) DrawChecker(,)","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","MonitorTestForm_MouseDown","set collaborator","191","MonitorTestForm_MouseDown(,)","C#","(object sender, MouseEventArgs e)","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","btnClose_Click","wrapper stateless","198","btnClose_Click(,)","C#","(object sender, EventArgs e)","private void","private","Close()","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","rbBlackWhite_CheckedChanged","command collaborator","203","rbBlackWhite_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawBlackWhite()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","tbBlackWhite_ValueChanged","command collaborator","208","tbBlackWhite_ValueChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawBlackWhite()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","rbRedGreenBlue_CheckedChanged","command collaborator","214","rbRedGreenBlue_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawRedGreenBlue()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","btnColorDialog_Click","command collaborator","219","btnColorDialog_Click(,)","C#","(object sender, EventArgs e)","private void","private","Color.FromArgb(,,)","DrawRedGreenBlue()","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","tbRedGreenBlue_ValueChanged","command collaborator","232","tbRedGreenBlue_ValueChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawRedGreenBlue()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","rbGradient_CheckedChanged","command collaborator","240","rbGradient_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawGradient()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","cbGradient_SelectedIndexChanged","command collaborator","245","cbGradient_SelectedIndexChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawGradient()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","btnGradientColor1_ColorChanged","command collaborator","250","btnGradientColor1_ColorChanged()","C#","(Color color)","private void","private","N/A","DrawGradient()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","btnGradientColor2_ColorChanged","command collaborator","255","btnGradientColor2_ColorChanged()","C#","(Color color)","private void","private","N/A","DrawGradient()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","rbShapes_CheckedChanged","command collaborator","260","rbShapes_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawSelectedShape()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","cbShapes_SelectedIndexChanged","command collaborator","265","cbShapes_SelectedIndexChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawSelectedShape()","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","tbShapeSize_ValueChanged","command collaborator","270","tbShapeSize_ValueChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","DrawSelectedShape()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/Tools/MonitorTestForm.cs","MonitorTestForm","Form","N/A","True","N/A","btnScreenTearingTest_Click","wrapper stateless","276","btnScreenTearingTest_Click(,)","C#","(object sender, EventArgs e)","private void","private","screenTearingTestForm.ShowDialog()","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.Designer.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","Dispose","command collaborator","15","Dispose()","C#","(bool disposing)","protected override void","override protected","N/A","base.Dispose()","N/A","True","False","True"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.Designer.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","InitializeComponent","command collaborator","30","InitializeComponent()","C#","()","private void","private","N/A","this.SuspendLayout() this.Controls.Add() this.Controls.Add() this.Controls.Add() this.ResumeLayout() this.PerformLayout()","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","BorderlessWindowSettingsForm","constructor","36","N/A","C#","(BorderlessWindowSettings settings)","N/A","N/A","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","cbRememberWindowTitle_CheckedChanged","set collaborator","47","cbRememberWindowTitle_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","cbAutoCloseWindow_CheckedChanged","set collaborator","52","cbAutoCloseWindow_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowSettingsForm.cs","BorderlessWindowSettingsForm","Form","N/A","True","N/A","cbExcludeTaskbarArea_CheckedChanged","set collaborator","57","cbExcludeTaskbarArea_CheckedChanged(,)","C#","(object sender, EventArgs e)","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/Tools/BorderlessWindow/BorderlessWindowInfo.cs","BorderlessWindowInfo","N/A","N/A","False","N/A","BorderlessWindowInfo","constructor","39","N/A","C#","(WindowInfo windowInfo)","N/A","N/A","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","WorkerTask","constructor","70","N/A","C#","(TaskSettings taskSettings)","N/A","N/A","N/A","N/A","N/A","False","False","False"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","Start","command collaborator","237","Start()","C#","()","public void","public","N/A","Prepare()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","Prepare","command collaborator","251","Prepare()","C#","()","private void","private","N/A","OnStatusChanged()","N/A","True","True","False"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","Stop","command","269","Stop()","C#","()","public void","public","N/A","OnTaskCompleted() OnStatusChanged()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","ShowErrorWindow","set collaborator","288","ShowErrorWindow()","C#","()","public void","public","string.IsNullOrEmpty() form.ShowDialog()","N/A","N/A","True","False","True"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","ThreadDoWork","command","304","ThreadDoWork()","C#","()","private void","private","TaskHelpers.IsUploadAllowed() string.IsNullOrEmpty() ClipboardHelpers.ContainsText() ClipboardHelpers.Clear() string.IsNullOrEmpty() File.Exists() File.Delete() string.IsNullOrEmpty()","CreateTaskReferenceHelper() DoThreadJob() OnImageReady() DoUploadJob() Dispose() AddErrorMessage() DoAfterUploadJobs()","N/A","True","True","True"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","CreateTaskReferenceHelper","command collaborator","357","CreateTaskReferenceHelper()","C#","()","private void","private","N/A","N/A","N/A","True","True","False"
"ShareX-18.0.1/ShareX/WorkerTask.cs","WorkerTask","IDisposable","N/A","True","N/A","DoUploadJob","command collaborator","370","DoUploadJob()","C#","()","private void","private","FirstTimeUploadForm.ShowForm() Program.DefaultTaskSettings.AfterCaptureJob.Remove() msgbox.ShowDialog() SettingManager.WaitUploadersConfig() TaskbarManager.SetProgressState(,) form.ShowDialog() DebugHelper.WriteLine()","Stop() OnUploadStarted() DoUpload(,) DoUpload(,,) OnUploadCompleted()","N/A","True","True","True"
