type_file_name,type_name,type_parents,type_inherited_parents,type_unknown_parents,type_inherited_function_signatures,function_name,function_stereotype,function_line_number,function_signature,function_unit_language,function_parameters_list,function_return_type,function_specifiers,function_external_calls,function_internal_calls,function_attributes,function_field_used,function_fields_modified,function_calls_on_fields
"garnet-1.0.92/test/Garnet.test/TestProcedureBitmap.cs","TestProcedureBitmap","CustomTransactionProcedure","CustomProcedureBase","False","AddKey(,,) ExecuteCustomObjectCommand(,,,,) ExecuteCustomRawStringCommand(,,,,) Finalize(,,) Main(,,) Prepare(,)","Main","controller stateless","45","Main(,,)","C#","(TGarnetApi api, ref CustomProcedureInput procInput, ref MemoryResult<byte> output)","public override void","override public","GetNextArg(,) GetNextArg(,) GetNextArg(,) GetNextArg(,) GetNextArg(,) WriteSimpleString(,) BitConverter.GetBytes() BitConverter.ToInt64(,) valueData.ToArray() BitConverter.GetBytes() BitConverter.ToInt64(,) valueData.ToArray()","N/A","N/A","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","Setup","command collaborator","18","Setup()","C#","()","public void","public","TestUtils.DeleteDirectory(,) TestUtils.CreateGarnetServer(,)","N/A","[SetUp]","True","True","True"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TearDown","set collaborator","26","TearDown()","C#","()","public void","public","TestUtils.DeleteDirectory()","N/A","[TearDown]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcTest1","controller stateless","33","TransactionProcTest1()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.IsNotNull() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcTest2","controller stateless","62","TransactionProcTest2()","C#","()","public void","public","nameof() ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Assert.Throws() string.Format(,) ClassicAssert.AreEqual(,) Assert.Throws() string.Format(,,,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsNotNull() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcSampleUpdateTest","controller stateless","101","TransactionProcSampleUpdateTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.NotNull() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcSampleDeleteTest","controller stateless","136","TransactionProcSampleDeleteTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsNull() ClassicAssert.IsNull()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionWriteExpiryProcTest","controller stateless","173","TransactionWriteExpiryProcTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) Thread.Sleep() ClassicAssert.IsNull() Thread.Sleep() ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionObjectExpiryProcTest","controller stateless","199","TransactionObjectExpiryProcTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Thread.Sleep() ClassicAssert.AreEqual(,) Thread.Sleep() ClassicAssert.AreEqual(,) ClassicAssert.IsNull()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionSortedSetRemoveProcTest","controller stateless","233","TransactionSortedSetRemoveProcTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsNull()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionDeleteProcTest","controller stateless","257","TransactionDeleteProcTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.IsFalse()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionObjectsOperTest","controller stateless","280","TransactionObjectsOperTest()","C#","(RedisProtocol protocol)","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test] [TestCase(RedisProtocol.Resp2)] [TestCase(RedisProtocol.Resp3)]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionListsOperTest","controller stateless","299","TransactionListsOperTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionSetProcTest","controller stateless","325","TransactionSetProcTest()","C#","(RedisProtocol protocol)","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test] [TestCase(RedisProtocol.Resp2)] [TestCase(RedisProtocol.Resp3)]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionHashProcTest","controller stateless","347","TransactionHashProcTest()","C#","(RedisProtocol protocol)","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test] [TestCase(RedisProtocol.Resp2)] [TestCase(RedisProtocol.Resp3)]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcFinalizeTest","controller stateless","365","TransactionProcFinalizeTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcMSetPxTest","set collaborator","387","TransactionProcMSetPxTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Thread.Sleep() ClassicAssert.IsNull()","N/A","[Test]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespTransactionProcTests.cs","RespTransactionProcTests","N/A","N/A","False","N/A","TransactionProcMGetIfPMTest","command collaborator","435","TransactionProcMGetIfPMTest()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","Setup","command collaborator","78","Setup()","C#","()","public void","public","TestUtils.DeleteDirectory(,) TestUtils.CreateGarnetServer(,,,,)","N/A","[SetUp]","True","True","True"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","TearDown","set collaborator","87","TearDown()","C#","()","public void","public","TestUtils.DeleteDirectory()","N/A","[TearDown]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","SortedSetPopTest","controller","95","SortedSetPopTest()","C#","()","public unsafe void","unsafe public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Encoding.ASCII.GetBytes() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString()","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","SortedSetPopWithExpire","controller","120","SortedSetPopWithExpire()","C#","()","public unsafe void","unsafe public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Thread.Sleep() Encoding.ASCII.GetBytes() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,)","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","SortedSetAddWithExpire","controller stateless","150","SortedSetAddWithExpire()","C#","()","public async Task","async public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Task.Delay() ClassicAssert.AreEqual(,) ClassicAssert.LessOrEqual(,) ClassicAssert.Greater(,) ClassicAssert.LessOrEqual(,) ClassicAssert.Greater(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Element.ToString() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Element.ToString() ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddAndLength","set collaborator","191","AddAndLength()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) ClassicAssert.IsFalse()","N/A","[Test]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddWithOptions","controller","254","AddWithOptions()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) CollectionAssert.AreEqual(,,,) ClassicAssert.AreEqual(,) CollectionAssert.AreEqual(,,,) CollectionAssert.AreEqual(,,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) CollectionAssert.AreEqual(,,,) CollectionAssert.AreEqual(,,,,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) CollectionAssert.AreEqual(,,,) CollectionAssert.AreEqual(,,,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) CollectionAssert.AreEqual(,,,) CollectionAssert.AreEqual(,,,) ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) double.Parse(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) double.Parse(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) double.Parse(,) ClassicAssert.AreEqual(,) double.Parse(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) double.Parse(,)","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddInfinites","controller stateless","389","AddInfinites()","C#","(RedisProtocol protocol)","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) int.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Element.ToString() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Element.ToString() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Element.ToString() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test] [TestCase(RedisProtocol.Resp2)] [TestCase(RedisProtocol.Resp3)]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddWithOptionsErrorConditions","controller stateless","454","AddWithOptionsErrorConditions()","C#","(RedisProtocol protocol)","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Assert.Throws() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() Assert.Throws() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() Assert.Throws() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString() Assert.Throws() ClassicAssert.AreEqual(,) Encoding.ASCII.GetString()","N/A","[Test] [TestCase(RedisProtocol.Resp2)] [TestCase(RedisProtocol.Resp3)]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanCreateLeaderBoard","controller stateless","494","CanCreateLeaderBoard()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanGetScoresZCount","controller stateless","514","CanGetScoresZCount()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.IsTrue()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanGetScoresZCountWithMinHigherThanMaxScore","controller stateless","533","CanGetScoresZCountWithMinHigherThanMaxScore()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.IsTrue()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","ZCountAndZCardWithExpiredAndExpiringItems","controller stateless","546","ZCountAndZCardWithExpiredAndExpiringItems()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Thread.Sleep() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddRemove","command collaborator","574","AddRemove()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse() ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsEmpty() ClassicAssert.IsFalse() ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse() ClassicAssert.IsTrue()","N/A","[Test]","True","False","True"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddRemoveBy","controller","673","AddRemoveBy()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,,,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse()","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddPopDesc","controller","722","AddPopDesc()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.True() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.IsFalse() ClassicAssert.IsTrue()","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","AddScore","controller","771","AddScore()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.True() ClassicAssert.AreEqual(,) ClassicAssert.False() Int32.Parse() ClassicAssert.AreEqual(,)","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanDoZMScore","controller","794","CanDoZMScore()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Assert.Throws(,) Int32.Parse() ClassicAssert.AreEqual(,)","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanDoZMScoreLC","wrapper stateless","819","CanDoZMScoreLC()","C#","()","public void","public","TestUtils.CreateRequest() lightClientRequest.SendCommands(,) lightClientRequest.SendCommands(,) TestUtils.AssertEqualUpToExpectedLength(,) lightClientRequest.SendCommands(,,,) TestUtils.AssertEqualUpToExpectedLength(,) lightClientRequest.SendCommands(,,,) TestUtils.AssertEqualUpToExpectedLength(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CandDoZIncrby","controller stateless","839","CandDoZIncrby()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() Int32.Parse() ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanManageNotExistingKeySE","controller stateless","860","CanManageNotExistingKeySE()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,) ClassicAssert.AreEqual(,) Int32.Parse() ClassicAssert.AreEqual(,)","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanUseZScanNoParameters","controller","918","CanUseZScanNoParameters()","C#","()","public void","public","nameof() ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() Assert.Throws() string.Format(,) ClassicAssert.AreEqual(,) ClassicAssert.IsEmpty(,) ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.IsTrue() Element.Equals()","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanUseZScanWithMatch","controller","948","CanUseZScanWithMatch()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.IsTrue() Element.Equals()","N/A","[Test]","True","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanUseZScanWithCollection","controller stateless","964","CanUseZScanWithCollection()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.IsTrue()","N/A","[Test]","False","False","False"
"garnet-1.0.92/test/Garnet.test/RespSortedSetTests.cs","RespSortedSetTests","N/A","N/A","False","N/A","CanUseZScanWithDoubleDifferentFormats","controller stateless","1002","CanUseZScanWithDoubleDifferentFormats()","C#","()","public void","public","ConnectionMultiplexer.Connect() TestUtils.GetConfig() redis.GetDatabase() ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.IsTrue() ClassicAssert.AreEqual(,) ClassicAssert.IsTrue() ClassicAssert.IsEmpty()","N/A","[Test]","False","False","False"
