Method,Line,FilePath,Code
UpdateLabel,49,Files-4.0.24/src/Files.App.Controls/Toolbar/ToolbarToggleButton/ToolbarToggleButton.cs,CA1822
UpdateThemedIcon,98,Files-4.0.24/src/Files.App.Controls/Toolbar/ToolbarToggleButton/ToolbarToggleButton.cs,CA1822
UpdateIconSize,112,Files-4.0.24/src/Files.App.Controls/Toolbar/ToolbarToggleButton/ToolbarToggleButton.cs,CA1822
GetAutomaticDestinations,19,Files-4.0.24/src/Files.App.Storage/Windows/Managers/JumpListManager.cs,CA1822
GetCustomDestinations,24,Files-4.0.24/src/Files.App.Storage/Windows/Managers/JumpListManager.cs,CA1822
ShowErrorDialog,35,Files-4.0.24/src/Files.App/Actions/Content/Background/BaseSetAsAction.cs,CA1822
CopyPathFallback,92,Files-4.0.24/src/Files.App/Actions/FileSystem/CopyItemFromHomeAction.cs,CA1822
IsNonCopyableLocation,104,Files-4.0.24/src/Files.App/Actions/FileSystem/CopyItemFromHomeAction.cs,CA1822
CopyPathFallback,93,Files-4.0.24/src/Files.App/Actions/Sidebar/CopyItemFromSidebarAction.cs,CA1822
IsNonCopyableLocation,105,Files-4.0.24/src/Files.App/Actions/Sidebar/CopyItemFromSidebarAction.cs,CA1822
OnActivatedAsync,160,Files-4.0.24/src/Files.App/App.xaml.cs,CA1822
ConvertInternal,22,Files-4.0.24/src/Files.App/Converters/GenericEnumConverter.cs,CA1822
ResetHotKeys,113,Files-4.0.24/src/Files.App/Data/Commands/NoneCommand.cs,CA1822
LoadIconForLocationItemAsync,119,Files-4.0.24/src/Files.App/Data/Models/PinnedFoldersManager.cs,CA1822
LoadDefaultIconForLocationItemAsync,141,Files-4.0.24/src/Files.App/Data/Models/PinnedFoldersManager.cs,CA1822
SetContentDialogRoot,31,Files-4.0.24/src/Files.App/Dialogs/FileTooLargeDialog.xaml.cs,CA1822
SetContentDialogRoot,43,Files-4.0.24/src/Files.App/Dialogs/FilesystemOperationDialog.xaml.cs,CA1822
StartRename,167,Files-4.0.24/src/Files.App/Dialogs/FilesystemOperationDialog.xaml.cs,CA1822
DragOver_SetCaptions,65,Files-4.0.24/src/Files.App/Dialogs/ReorderSidebarItemsDialog.xaml.cs,CA1822
ResetAll,73,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,CA1822
Import,78,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,CA1822
IterateKeys,111,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,CA1822
FindPreferences,138,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,CA1822
GetPreferences,15,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabaseManager.cs,CA1822
SetPreferences,20,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabaseManager.cs,CA1822
ResetAll,25,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabaseManager.cs,CA1822
Import,30,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabaseManager.cs,CA1822
Export,35,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabaseManager.cs,CA1822
IsPathUsingDefaultLayout,246,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesManager.cs,CA1822
SetThinAcrylicBackdropProperties,129,Files-4.0.24/src/Files.App/Helpers/UI/AppSystemBackdrop.cs,CA1822
EnsureWindowIsInitialized,224,Files-4.0.24/src/Files.App/MainWindow.xaml.cs,CA1822
DoPreviewAsync,24,Files-4.0.24/src/Files.App/Services/PreviewPopupProviders/PowerToysPeekProvider.cs,CA1822
DoPreviewAsync,31,Files-4.0.24/src/Files.App/Services/PreviewPopupProviders/QuickLookProvider.cs,CA1822
DetectTrackSelectionSetting,69,Files-4.0.24/src/Files.App/Services/PreviewPopupProviders/SeerProProvider.cs,CA1822
UntagAllFiles,166,Files-4.0.24/src/Files.App/Services/Settings/FileTagsSettingsService.cs,CA1822
GetSettingsService,100,Files-4.0.24/src/Files.App/Services/Settings/UserSettingsService.cs,CA1822
AddFolder,128,Files-4.0.24/src/Files.App/Services/Windows/WindowsJumpListService.cs,CA1822
GetChangedActionEventArgs,298,Files-4.0.24/src/Files.App/Services/Windows/WindowsRecentItemsService.cs,CA1822
OnItemTypeChanged,17,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcut.cs,CA1822
OnSizeChanged,21,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcut.cs,CA1822
OnItemTypeChanged,22,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcutItem.cs,CA1822
OnTextChanged,42,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcutItem.cs,CA1822
IterateKeys,230,Files-4.0.24/src/Files.App/Utils/FileTags/FileTagsDatabase.cs,CA1822
IsTagQuery,187,Files-4.0.24/src/Files.App/Utils/Storage/Search/FolderSearch.cs,CA1822
MatchesTagExpression,233,Files-4.0.24/src/Files.App/Utils/Storage/Search/FolderSearch.cs,CA1822
OnDocumentationClicked,282,Files-4.0.24/src/Files.App/Utils/Taskbar/SystemTrayIcon.cs,CA1822
OnRestartClicked,287,Files-4.0.24/src/Files.App/Utils/Taskbar/SystemTrayIcon.cs,CA1822
IsValidAbsolutePath,226,Files-4.0.24/src/Files.App/ViewModels/Dialogs/CreateShortcutDialogViewModel.cs,CA1822
CalculateFileHashAsync,171,Files-4.0.24/src/Files.App/ViewModels/Properties/HashesViewModel.cs,CA1822
DoOpenDocumentation,117,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
DoOpenDiscord,122,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
DoOpenGitHubRepo,137,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
DoOpenPrivacyPolicy,142,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
DoOpenCrowdin,147,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
SupportUs,185,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
GetWindowsVersion,195,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,CA1822
DoConnectToGitHubAsync,131,Files-4.0.24/src/Files.App/ViewModels/Settings/DevToolsViewModel.cs,CA1822
ResetLayoutPreferences,283,Files-4.0.24/src/Files.App/ViewModels/Settings/LayoutViewModel.cs,CA1822
GetShieldIcon,1051,Files-4.0.24/src/Files.App/ViewModels/ShellViewModel.cs,CA1822
CheckCloudDriveSyncStatusAsync,2061,Files-4.0.24/src/Files.App/ViewModels/ShellViewModel.cs,CA1822
GetExtraProperties,2088,Files-4.0.24/src/Files.App/ViewModels/ShellViewModel.cs,CA1822
LoadFlyoutItemIconAsync,690,Files-4.0.24/src/Files.App/ViewModels/UserControls/NavigationToolbarViewModel.cs,CA1822
BuildSection,589,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,CA1822
HandleDriveItemDragOverAsync,1196,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,CA1822
HandleTagItemDragOverAsync,1250,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,CA1822
ExecuteFormatDriveCommand,201,Files-4.0.24/src/Files.App/ViewModels/UserControls/Widgets/NetworkLocationsWidgetViewModel.cs,CA1822
CheckIsRecentItemsEnabled,242,Files-4.0.24/src/Files.App/ViewModels/UserControls/Widgets/RecentFilesWidgetViewModel.cs,CA1822
RetrieveBladeColumnViewBase,357,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,CA1822
IsCorrectColumn,886,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,CA1822
SetToolTip,1064,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,CA1822
SetContentDialogRoot,80,Files-4.0.24/src/Files.App/Views/MainPage.xaml.cs,CA1822
IsNameValid,160,Files-4.0.24/src/Files.App/Views/Settings/TagsPage.xaml.cs,CA1822
Delay,24,Files-4.0.24/src/Files.Shared/Helpers/AsyncManualResetEvent.cs,CA1822
NavigationTest,38,Files-4.0.24/tests/Files.InteractionTests/Tests/FolderTests.cs,CA1822
CreateFolderTest,51,Files-4.0.24/tests/Files.InteractionTests/Tests/FolderTests.cs,CA1822
RenameFolderTest,86,Files-4.0.24/tests/Files.InteractionTests/Tests/FolderTests.cs,CA1822
CopyPasteFolderTest,106,Files-4.0.24/tests/Files.InteractionTests/Tests/FolderTests.cs,CA1822
DeleteFolderTest,124,Files-4.0.24/tests/Files.InteractionTests/Tests/FolderTests.cs,CA1822
